"Scientific.Name","AGCP","AW","CB","EMP","GP","HI","MW","NCNE","WMVC","AK","other"
"Cotoneaster melanocarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster microphyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster moupinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster multiflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster nebrodensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster nitens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster nitidifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster nitidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster nummularius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster obovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster obscurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster oliganthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster pannosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster racemiflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster reticulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster rhytidophyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster roseus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster rotundifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster rubens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster saxatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster sikangensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster sikkimensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster silvestrii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster simonsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster soongoricus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster splendens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster turbinatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster uniflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster wardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster ×watereri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster zabelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotoneaster zeravschanicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cottea pappophoroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotyledon barbeyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cotyledon orbiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Couroupita guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Coursetia axillaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Coursetia caribaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Coursetia glabella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Coursetia glandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crambe abyssinica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crambe hispanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cranichis diphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cranichis ricartii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Cranichis tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Craniolaria annua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassocephalum vitellinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula helmsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula multicava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula perfoliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula saginoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula sarcocaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula sieberiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crassula viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus aemula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus alma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ambigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ambitiosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus anamesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ancisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus annosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×anomala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus apiomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus arcana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus arrogans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus atrovirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus austromontana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus azarolus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus beadlei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus beata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus bona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus brainerdii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus brazoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×brevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus bullatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus calpodendron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus carrollensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus castlegarensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus chlorocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus chlorosarca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus chrysocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus coccinioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus coleae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus compta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus condigna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus consanguinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus contrita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus corusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus cuneata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus dahurica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus dallasiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus desueta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus dilatata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus dispar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus disperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus dispessa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus dissona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus distincta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus dodgei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus enderbyensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus engelmannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus erythrocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus exilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus extraria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus flabellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus flava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus fragilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus fulleriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus furtiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus glareosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus greggiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×grignonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×haemacarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus harbisonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus harveyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus helvina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus holmesiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×hudsonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ideae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ignave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×immanis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus impar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus inanis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×incaedua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus indicens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus insidiosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus integra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus intricata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus invicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus iracunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus irrasa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus jesupii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus jonesiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus kansuensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus kelloggii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×kennedyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus kingstonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus knieskerniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus lacrimata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus laevigata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus lanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×laneyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus lanuginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus latebrosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×lauta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×lavallei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus lemingtonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×lettermanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus limata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus limnophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus lucorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus lumaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus macrosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×maligna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus margarettiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus maximowiczii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus membranacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus menandiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus mendosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus meridionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus mexicana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus mira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×mordenensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus munda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus nananixonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus nitida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus nitidula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×notha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus nuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus okanaganensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus okennonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus opulens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus orbicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus paludosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus panda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pearsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×peckietta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pedicellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus penita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pennsylvanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pentagyna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pequotorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus perjucunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus persimilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus phippsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pinetorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pinnatifida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus poliophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus porrecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pringlei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus prona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus pruinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×puberis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus putata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ravida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus resima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus reverchonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus rhipidophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus rhodella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus rigens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×rubrocarnea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus rufula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus sanguinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus sargentii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus scabrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus schuettei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus shaferi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×simulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus spatiosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus spissa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus stenosepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus submollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus suborbiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus succulenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus sutherlandensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus tanacetifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus tanuphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus texana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus thermopegaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus tinctoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus tracyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus tristis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus turnerorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus uniflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus uvaldensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus vailiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus valida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus versuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus viburnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus vulsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus warneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus wattiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×websteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus ×whittakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus williamsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus wootoniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crataegus xanthophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Craterostigma plantagineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Craterostigma pumilum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crateva religiosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crateva tapia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis acuminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis atribarba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis biennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis bursifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis foetida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis kotschyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis modocensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis monticola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis nana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis nicaeensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis paludosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis pannonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis pleurocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis setosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis tectorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis vesicaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crepis zacintha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crescentia alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crescentia cujete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crescentia linearifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crinum amabile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crinum bulbispermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crinum macowanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Critonia portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocidium multicaule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocosmia ×crocosmiiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocus angustifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocus flavus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocus imperati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocus sativus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocus sieberi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocus tommasinianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crocus vernus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Croomia pauciflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Croptilon hookerianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Croptilon rigidifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crossandra infundibuliformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crossandra nilotica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crossosoma bigelovii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crossosoma californicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria agatiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria argyrolobioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria assamica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria atrorubens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria avonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria berteriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria biflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria brevidens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria breviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria cajanifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria cleomifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria cunninghamii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria eremaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Crotalaria ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
