"ac.binomial","Northwest","Southwest","NorthCentral","Southcentral","Northeast","Southeast","Alaska","Hawaii","Caribbean","CanadaWest","CanadaEast","Arctic","Mexico"
"Lagascea decipiens",0,1,0,0,0,0,0,0,0,0,0,0,1
"Lagascea helianthifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagascea heteropappus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagascea mollis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagascea palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagascea rigida",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagenocarpus guianensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lagophylla diabolensis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lagophylla dichotoma",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lagophylla glandulosa",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lagophylla minor",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lagophylla ramosissima",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lagotis glauca",0,0,0,0,0,0,1,0,0,0,0,1,0
"Lagrezia monosperma",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laguncularia racemosa",0,0,0,0,0,1,0,0,1,0,0,0,1
"Lamourouxia brachyantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia colimae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia dasyantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia dependens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia gracilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia jaliscana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia longiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia macrantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia microphylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia multifida",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia ovata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia paneroi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia parayana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia pringlei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia rhinanthifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia smithii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia tenuifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia viscosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lamourouxia xalapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Langloisia setosissima",1,1,0,0,0,0,0,0,0,0,0,0,1
"Langsdorffia hypogaea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lantana achyranthifolia",0,1,0,1,0,0,0,0,0,0,0,0,1
"Lantana camara",0,0,0,0,0,0,0,0,1,0,0,0,1
"Lantana canescens",0,0,0,1,0,1,0,0,0,0,0,0,1
"Lantana chiapasensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lantana depressa",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lantana exarata",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lantana horrida",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lantana insularis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lantana involucrata",0,0,0,0,0,1,0,0,1,0,0,0,1
"Lantana jaliscana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lantana kingii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lantana langlassei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lantana montevidensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lantana notha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lantana reticulata",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lantana sandersii",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lantana scabrida",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lantana strigosa",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lantana trifolia",0,0,0,0,0,0,0,0,1,0,0,0,1
"Lantana urticoides",0,1,0,1,0,0,0,0,0,0,0,0,1
"Lantana velutina",0,0,0,1,0,0,0,0,0,0,0,0,1
"Lantana × strigocamara",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laplacea portoricensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Laportea aestuans",0,0,0,0,0,0,0,0,1,0,0,0,0
"Laportea canadensis",0,0,1,1,1,1,0,0,0,1,1,0,1
"Lappula desertorum",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lappula fremontii",1,1,1,0,0,0,1,0,0,1,0,1,0
"Lappula longispina",1,0,0,0,0,0,0,0,0,1,0,0,0
"Lappula montana",1,0,0,0,0,0,0,0,0,1,0,1,1
"Lappula occidentalis",1,1,1,1,0,0,1,0,0,1,0,1,1
"Larentia mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Larentia rosei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Larix laricina",0,0,1,0,1,0,1,0,0,1,1,1,0
"Larix lyallii",1,0,0,0,0,0,0,0,0,1,0,0,0
"Larix occidentalis",1,0,0,0,0,0,0,0,0,1,0,0,0
"Larrea tridentata",0,1,0,1,0,0,0,0,0,0,0,0,1
"Lasiacis divaricata",0,0,0,0,0,1,0,0,1,0,0,0,1
"Lasiacis grisebachii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis ligulata",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lasiacis linearis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis nigra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis oaxacensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis procerrima",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis rhizophora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis rugelii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis ruscifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis scabrior",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiacis sloanei",0,0,0,0,0,0,0,0,1,0,0,0,1
"Lasiacis sorghoidea",0,0,0,0,0,0,0,0,1,0,0,0,1
"Lasiacis standleyi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea aurea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea beckeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea ceanothifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea crocea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea fruticosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea gentryi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea helianthoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea machucana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea macrocephala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea podocephala",0,1,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea ritovegana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea rosei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea seemannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea squarrosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthaea zinnioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasianthus lanceolatus",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lasiocarpus ferrugineus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasiocarpus salicifolius",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lastarriaea chilensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lastarriaea coriacea",0,1,0,0,0,0,0,0,0,0,0,0,1
"Lastarriaea ptilota",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lasthenia burkei",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia californica",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia chrysantha",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia conjugens",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia coronaria",0,1,0,0,0,0,0,0,0,0,0,0,1
"Lasthenia debilis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia ferrisiae",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia fremontii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia glaberrima",1,1,0,0,0,0,0,0,0,1,0,0,0
"Lasthenia glabrata",0,1,0,0,0,0,0,0,0,0,0,0,1
"Lasthenia gracilis",0,1,0,0,0,0,0,0,0,0,0,0,1
"Lasthenia leptalea",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia maritima",1,1,0,0,0,0,0,0,0,1,0,0,0
"Lasthenia microglossa",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia minor",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia ornduffii",1,0,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia platycarpha",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lathrocasis tenerrima",1,1,0,0,0,0,0,0,0,1,0,0,0
"Lathyrus biflorus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus brachycalyx",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus brownii",1,1,0,0,0,0,0,0,0,0,0,0,1
"Lathyrus decaphyllus",1,1,1,1,0,0,0,0,0,0,0,0,1
"Lathyrus delnorticus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus eucosmus",1,1,0,1,0,0,0,0,0,0,0,0,1
"Lathyrus glandulosus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus graminifolius",0,1,0,1,0,0,0,0,0,0,0,0,1
"Lathyrus grimesii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus hitchcockianus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus holochlorus",1,0,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus japonicus",1,1,1,0,1,0,1,0,0,1,1,1,0
"Lathyrus jepsonii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus laetivirens",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus lanszwertii",1,1,0,1,0,0,0,0,0,1,0,0,1
"Lathyrus littoralis",1,1,0,0,0,0,0,0,0,1,0,0,0
"Lathyrus nevadensis",1,1,0,0,0,0,0,0,0,1,0,0,0
"Lathyrus ochroleucus",1,0,1,0,1,0,1,0,0,1,1,1,0
"Lathyrus palustris",1,1,1,0,1,1,1,0,0,1,1,1,0
"Lathyrus pauciflorus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus polyphyllus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus pusillus",0,0,1,1,1,1,0,0,0,0,0,0,0
"Lathyrus rigidus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus speciosus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lathyrus splendens",0,1,0,0,0,0,0,0,0,0,0,0,1
"Lathyrus sulphureus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus torreyi",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lathyrus venosus",0,0,1,1,1,1,1,0,0,1,1,0,0
"Lathyrus vestitus",1,1,0,0,0,0,0,0,0,0,0,0,1
"Lathyrus whitei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laubertia contorta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Launaea intybacea",0,0,0,0,0,0,0,0,1,0,0,0,1
"Layia carnosa",1,1,0,0,0,0,0,0,0,0,0,0,0
"Layia chrysanthemoides",1,1,0,0,0,0,0,0,0,0,0,0,0
"Layia discoidea",0,1,0,0,0,0,0,0,0,0,0,0,0
"Layia fremontii",1,1,0,0,0,0,0,0,0,0,0,0,0
"Layia gaillardioides",0,1,0,0,0,0,0,0,0,0,0,0,0
"Layia glandulosa",1,1,0,0,0,0,0,0,0,0,0,0,1
"Layia heterotricha",0,1,0,0,0,0,0,0,0,0,0,0,0
"Layia hieracioides",0,1,0,0,0,0,0,0,0,0,0,0,0
"Layia jonesii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Layia leucopappa",0,1,0,0,0,0,0,0,0,0,0,0,0
"Layia munzii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Layia pentachaeta",0,1,0,0,0,0,0,0,0,0,0,0,0
"Layia platyglossa",0,1,0,0,0,0,0,0,0,0,0,0,1
"Layia septentrionalis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Leandra cornoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leandra dichotoma",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leandra longicoma",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leandra melanodesma",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leandra mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leandra multiplinervis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leavenworthia alabamica",0,0,0,0,0,1,0,0,0,0,0,0,0
"Leavenworthia aurea",0,0,0,1,0,0,0,0,0,0,0,0,0
"Leavenworthia crassa",0,0,0,0,0,1,0,0,0,0,0,0,0
"Leavenworthia exigua",0,0,0,0,1,1,0,0,0,0,0,0,0
"Leavenworthia stylosa",0,0,0,0,0,1,0,0,0,0,0,0,0
"Leavenworthia texana",0,0,0,1,0,0,0,0,0,0,0,0,0
"Leavenworthia torulosa",0,0,0,0,1,1,0,0,0,0,0,0,0
"Leavenworthia uniflora",0,0,1,1,1,1,0,0,0,0,0,0,0
"Lechea cernua",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lechea deckertii",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lechea divaricata",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lechea intermedia",1,0,1,0,1,0,0,0,0,1,1,0,0
"Lechea lakelae",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lechea maritima",0,0,0,0,1,1,0,0,0,0,1,0,0
"Lechea mensalis",0,1,0,1,0,0,0,0,0,0,0,0,1
"Lechea minor",0,0,0,1,1,1,0,0,0,0,1,0,0
"Lechea mucronata",0,1,1,1,1,1,0,0,0,0,1,0,1
"Lechea pulchella",0,0,0,1,1,1,0,0,0,0,1,0,0
"Lechea racemulosa",0,0,1,1,1,1,0,0,0,0,0,0,0
"Lechea san-sabeana",0,0,0,1,0,0,0,0,0,0,0,0,0
"Lechea sessiliflora",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lechea stricta",0,0,1,0,1,0,0,0,0,0,1,0,0
"Lechea tenuifolia",0,0,1,1,1,1,0,0,0,0,0,0,0
"Lechea torreyi",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lechea tripetala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lecointea amazonica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Ledenbergia macrantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leersia hexandra",0,1,0,1,1,1,0,0,1,0,0,0,1
"Leersia lenticularis",0,0,1,1,1,1,0,0,0,0,0,0,0
"Leersia ligularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leersia monandra",0,0,0,1,0,1,0,0,1,0,0,0,1
"Leersia oryzoides",1,1,1,1,1,1,0,0,0,1,1,0,1
"Leersia virginica",0,0,1,1,1,1,0,0,0,0,1,0,0
"Legenere limosa",0,1,0,0,0,0,0,0,0,0,0,0,0
"Leibnitzia lyrata",0,1,0,0,0,0,0,0,0,0,0,0,1
"Leibnitzia occimadrensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leiboldia guerreroana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leiboldia serrata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leitneria floridana",0,0,1,1,0,1,0,0,0,0,0,0,0
"Lellingeria suspensa",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lemaireocereus hollianus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lemna aequinoctialis",0,1,1,1,1,1,0,0,1,0,0,0,1
"Lemna gibba",1,1,1,0,1,0,0,0,0,0,0,0,1
"Lemna minor",1,1,1,1,1,1,0,0,0,1,1,0,0
"Lemna minuta",1,1,1,1,1,1,0,0,1,1,0,0,1
"Lemna obscura",0,1,1,1,1,1,0,0,0,0,0,0,1
"Lemna perpusilla",0,1,1,1,1,1,0,0,1,0,1,0,0
"Lemna trisulca",1,1,1,1,1,1,1,0,0,1,1,1,1
"Lemna turionifera",1,1,1,1,1,1,1,0,0,1,1,1,1
"Lemna valdiviana",1,1,1,1,1,1,0,0,1,0,0,0,1
"Lennea melanocarpa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lennea modesta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lennea viridiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lennoa madreporoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lenophyllum acutifolium",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lenophyllum guttatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lenophyllum latum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lenophyllum obtusum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lenophyllum reflexum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lenophyllum texanum",0,0,0,1,0,0,0,0,0,0,0,0,1
"Leochilus carinatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leochilus crocodiliceps",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leochilus johnstonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leochilus labiatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leochilus leiboldii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leochilus oncidioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Leochilus puertoricensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Leochilus scriptus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes acuminata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes almolongae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes ancylopetala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes appendiculata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes aprica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes attenuata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes avis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes brachystele",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes breedlovei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes calopetala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes caritensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes catlingii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes chiangii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes cryptostele",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes denticulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes dodiana",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes eltoroensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes erythroxantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes excedens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes gabriellae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes galeottiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes greenwoodii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes guatemalensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes guerrerensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes hagsateri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes lenticularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes machorroi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes maldonadoae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes mariae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes martinezii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes matudana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes maxima",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes mazatlanensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes minima",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes mixe",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes moorei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes motozintlensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes nagelii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes oreocharis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes oreophila",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes pantomima",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes papilionacea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes papillipetala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes parvula",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes pollardii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes pristidis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes rekoi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes rubripetala",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes rupestris",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes samacensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes schiedei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes schultesii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes scopula",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes selenitepala",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes sousae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes stenophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes stimsonii",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes suarezii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes tecpanica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes tenuiloba",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes thurstoniorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes totontepecensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes veleziana",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes vivipara",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes wendtii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes williamsii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes woodburyana",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepanthes yunckeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthes yuvilensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthopsis floripecten",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepanthopsis melanantha",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lepechinia calycina",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lepechinia cardiophylla",0,1,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia caulescens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia flammea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia fragrans",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lepechinia ganderi",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lepechinia glomerata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia hastata",0,0,0,0,0,0,0,1,0,0,0,0,1
"Lepechinia leucophylloides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia mecistandrum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia rossii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lepechinia schiedeana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepechinia yecorana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidagathis alopecuroidea",0,0,0,0,0,0,0,0,1,0,0,0,1
"Lepidagathis chiapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidagathis danielii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidagathis guatemalensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidagathis soconuscana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidagathis uxpanapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa borinquensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepidaploa canescens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa diazlunana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa glabra",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepidaploa koelzii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa polypleura",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa proctorii",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepidaploa remotiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa salzmannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa sericea",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepidaploa tenella",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa tortuosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidaploa uniflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidium acutidens",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lepidium alyssoides",1,1,0,1,0,0,0,0,0,0,0,0,1
"Lepidium arbuscula",0,0,0,0,0,0,0,1,0,0,0,0,0
"Lepidium austrinum",0,0,0,1,0,1,0,0,0,0,0,0,1
"Lepidium barnebyanum",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lepidium bidentatum",0,0,0,0,0,0,0,1,0,0,0,0,0
"Lepidium bipinnatifidum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidium costaricense",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lepidium crenatum",0,1,0,0,0,0,0,0,0,0,0,0,0
"Lepidium davisii",1,1,0,0,0,0,0,0,0,0,0,0,0
"Lepidium densiflorum",1,1,1,1,1,0,1,0,0,1,0,1,1
"Lepidium dictyotum",1,1,0,0,0,0,0,0,0,0,0,0,0
